npoin  nele  nsec npfix  nlod
  392   759     4    16   392
  sec               E              po               A               J              Iy              Iz           theta
  sec           alpha           gamma             gkX             gkY             gkZ
    1   2.5500000e+06   2.0000000e-01   6.0000000e-01   0.0000000e+00   1.8000000e-02   5.0000000e-02   0.0000000e+00
    1   1.0000000e-05   2.4000000e+00   0.0000000e+00   0.0000000e+00  -1.0000000e+00
    2   2.5500000e+06   2.0000000e-01   2.5000000e+00   6.2300000e-01   1.3020000e+00   2.0800000e-01   0.0000000e+00
    2   1.0000000e-05   2.4000000e+00   0.0000000e+00   0.0000000e+00  -1.0000000e+00
    3   2.5500000e+06   2.0000000e-01   2.5000000e+00   6.2300000e-01   1.3020000e+00   2.0800000e-01   0.0000000e+00
    3   1.0000000e-05   2.4000000e+00   0.0000000e+00   0.0000000e+00  -1.0000000e+00
    4   1.0000000e+00   2.0000000e-01   1.0000000e-03   0.0000000e+00   1.0000000e-03   1.0000000e-03   0.0000000e+00
    4   1.0000000e-05   2.4000000e+00   0.0000000e+00   0.0000000e+00  -1.0000000e+00
 node               x               y               z              fx              fy              fz              mx              my              mz          deltaT
   68    71   0.0000000e+00   0.0000000e+00  -2.8464327e+01   0.0000000e+00   2.1474596e+01   0.0000000e+00
   68    72   0.0000000e+00   0.0000000e+00   2.8464327e+01   0.0000000e+00   6.9897317e+00   0.0000000e+00
   69    72   0.0000000e+00   0.0000000e+00  -4.7611036e+01   0.0000000e+00  -6.9897317e+00   0.0000000e+00
   69    73   0.0000000e+00   0.0000000e+00   4.7611036e+01   0.0000000e+00   5.4600768e+01   0.0000000e+00
   70    73   0.0000000e+00   0.0000000e+00   3.8721495e+01   0.0000000e+00  -4.6592402e+01   0.0000000e+00
   70    74   0.0000000e+00   0.0000000e+00  -3.8721495e+01   0.0000000e+00   7.8709073e+00   0.0000000e+00
   71    74   0.0000000e+00   0.0000000e+00   2.1998916e+01   0.0000000e+00  -7.8709073e+00   0.0000000e+00
   71    75   0.0000000e+00   0.0000000e+00  -2.1998916e+01   0.0000000e+00  -1.4128008e+01   0.0000000e+00
   72    75   0.0000000e+00   0.0000000e+00   7.1189581e+00   0.0000000e+00   1.4128008e+01   0.0000000e+00
   72    76   0.0000000e+00   0.0000000e+00  -7.1189581e+00   0.0000000e+00  -2.1246966e+01   0.0000000e+00
   73    76   0.0000000e+00   0.0000000e+00  -6.4121049e+00   0.0000000e+00   2.1246966e+01   0.0000000e+00
   73    77   0.0000000e+00   0.0000000e+00   6.4121049e+00   0.0000000e+00  -1.4834861e+01   0.0000000e+00
   74    77   0.0000000e+00   0.0000000e+00  -1.7750741e+01   0.0000000e+00   1.4834861e+01   0.0000000e+00
   74    78   0.0000000e+00   0.0000000e+00   1.7750741e+01   0.0000000e+00   2.9158799e+00   0.0000000e+00
   75    78   0.0000000e+00   0.0000000e+00  -3.1342200e+01   0.0000000e+00  -2.9158799e+00   0.0000000e+00
   75    79   0.0000000e+00   0.0000000e+00   3.1342200e+01   0.0000000e+00   3.4258080e+01   0.0000000e+00
   76    79   0.0000000e+00   0.0000000e+00   5.0769208e-03   0.0000000e+00  -3.3849038e-03   0.0000000e+00
   76    80   0.0000000e+00   0.0000000e+00  -5.0769208e-03   0.0000000e+00  -1.6920170e-03   0.0000000e+00
   77    80   0.0000000e+00   0.0000000e+00   1.9503313e-07   0.0000000e+00   1.6920170e-03   0.0000000e+00
   77    81   0.0000000e+00   0.0000000e+00  -1.9503313e-07   0.0000000e+00  -1.6922120e-03   0.0000000e+00
   78    81   0.0000000e+00   0.0000000e+00  -5.0765333e-03   0.0000000e+00   1.6922120e-03   0.0000000e+00
   78    82   0.0000000e+00   0.0000000e+00   5.0765333e-03   0.0000000e+00   3.3843213e-03   0.0000000e+00
   79    82   0.0000000e+00   0.0000000e+00   1.6988188e+01   0.0000000e+00  -1.2971577e+01   0.0000000e+00
   79    83   0.0000000e+00   0.0000000e+00  -1.6988188e+01   0.0000000e+00  -4.0166102e+00   0.0000000e+00
   80    83   0.0000000e+00   0.0000000e+00   8.9913094e+00   0.0000000e+00   4.0166102e+00   0.0000000e+00
   80    84   0.0000000e+00   0.0000000e+00  -8.9913094e+00   0.0000000e+00  -1.3007920e+01   0.0000000e+00
   81    84   0.0000000e+00   0.0000000e+00   2.3231985e+00   0.0000000e+00   1.3007920e+01   0.0000000e+00
   81    85   0.0000000e+00   0.0000000e+00  -2.3231985e+00   0.0000000e+00  -1.5331118e+01   0.0000000e+00
   82    85   0.0000000e+00   0.0000000e+00  -3.5946025e+00   0.0000000e+00   1.5331118e+01   0.0000000e+00
   82    86   0.0000000e+00   0.0000000e+00   3.5946025e+00   0.0000000e+00  -1.1736516e+01   0.0000000e+00
   83    86   0.0000000e+00   0.0000000e+00  -1.0333591e+01   0.0000000e+00   1.1736516e+01   0.0000000e+00
   83    87   0.0000000e+00   0.0000000e+00   1.0333591e+01   0.0000000e+00  -1.4029248e+00   0.0000000e+00
   84    87   0.0000000e+00   0.0000000e+00  -1.8470708e+01   0.0000000e+00   1.4029248e+00   0.0000000e+00
   84    88   0.0000000e+00   0.0000000e+00   1.8470708e+01   0.0000000e+00   1.7067783e+01   0.0000000e+00
   85    89   0.0000000e+00   0.0000000e+00   4.6818278e+01   0.0000000e+00  -4.2895372e+01   0.0000000e+00
   85    90   0.0000000e+00   0.0000000e+00  -4.6818278e+01   0.0000000e+00  -3.9229061e+00   0.0000000e+00
   86    90   0.0000000e+00   0.0000000e+00   2.4225445e+01   0.0000000e+00   3.9229061e+00   0.0000000e+00
   86    91   0.0000000e+00   0.0000000e+00  -2.4225445e+01   0.0000000e+00  -2.8148351e+01   0.0000000e+00
   87    91   0.0000000e+00   0.0000000e+00   5.1113043e+00   0.0000000e+00   2.8148351e+01   0.0000000e+00
   87    92   0.0000000e+00   0.0000000e+00  -5.1113043e+00   0.0000000e+00  -3.3259655e+01   0.0000000e+00
   88    92   0.0000000e+00   0.0000000e+00  -1.2084971e+01   0.0000000e+00   3.3259655e+01   0.0000000e+00
   88    93   0.0000000e+00   0.0000000e+00   1.2084971e+01   0.0000000e+00  -2.1174684e+01   0.0000000e+00
   89    93   0.0000000e+00   0.0000000e+00  -2.7917745e+01   0.0000000e+00   2.1174684e+01   0.0000000e+00
   89    94   0.0000000e+00   0.0000000e+00   2.7917745e+01   0.0000000e+00   6.7430611e+00   0.0000000e+00
   90    94   0.0000000e+00   0.0000000e+00  -4.7025895e+01   0.0000000e+00  -6.7430611e+00   0.0000000e+00
   90    95   0.0000000e+00   0.0000000e+00   4.7025895e+01   0.0000000e+00   5.3768956e+01   0.0000000e+00
   91    95   0.0000000e+00   0.0000000e+00   3.8150962e+01   0.0000000e+00  -4.5949296e+01   0.0000000e+00
   91    96   0.0000000e+00   0.0000000e+00  -3.8150962e+01   0.0000000e+00   7.7983343e+00   0.0000000e+00
   92    96   0.0000000e+00   0.0000000e+00   2.1458730e+01   0.0000000e+00  -7.7983343e+00   0.0000000e+00
   92    97   0.0000000e+00   0.0000000e+00  -2.1458730e+01   0.0000000e+00  -1.3660396e+01   0.0000000e+00
   93    97   0.0000000e+00   0.0000000e+00   6.8808794e+00   0.0000000e+00   1.3660396e+01   0.0000000e+00
   93    98   0.0000000e+00   0.0000000e+00  -6.8808794e+00   0.0000000e+00  -2.0541275e+01   0.0000000e+00
   94    98   0.0000000e+00   0.0000000e+00  -6.1851517e+00   0.0000000e+00   2.0541275e+01   0.0000000e+00
   94    99   0.0000000e+00   0.0000000e+00   6.1851517e+00   0.0000000e+00  -1.4356124e+01   0.0000000e+00
   95    99   0.0000000e+00   0.0000000e+00  -1.7151673e+01   0.0000000e+00   1.4356124e+01   0.0000000e+00
   95   100   0.0000000e+00   0.0000000e+00   1.7151673e+01   0.0000000e+00   2.7955495e+00   0.0000000e+00
   96   100   0.0000000e+00   0.0000000e+00  -3.0700349e+01   0.0000000e+00  -2.7955495e+00   0.0000000e+00
   96   101   0.0000000e+00   0.0000000e+00   3.0700349e+01   0.0000000e+00   3.3495899e+01   0.0000000e+00
   97   101   0.0000000e+00   0.0000000e+00   5.0769349e-03   0.0000000e+00  -3.3849256e-03   0.0000000e+00
   97   102   0.0000000e+00   0.0000000e+00  -5.0769349e-03   0.0000000e+00  -1.6920093e-03   0.0000000e+00
   98   102   0.0000000e+00   0.0000000e+00   2.1130093e-07   0.0000000e+00   1.6920093e-03   0.0000000e+00
   98   103   0.0000000e+00   0.0000000e+00  -2.1130093e-07   0.0000000e+00  -1.6922206e-03   0.0000000e+00
   99   103   0.0000000e+00   0.0000000e+00  -5.0765173e-03   0.0000000e+00   1.6922206e-03   0.0000000e+00
   99   104   0.0000000e+00   0.0000000e+00   5.0765173e-03   0.0000000e+00   3.3842966e-03   0.0000000e+00
  100   104   0.0000000e+00   0.0000000e+00   1.6611766e+01   0.0000000e+00  -1.2199234e+01   0.0000000e+00
  100   105   0.0000000e+00   0.0000000e+00  -1.6611766e+01   0.0000000e+00  -4.4125319e+00   0.0000000e+00
  101   105   0.0000000e+00   0.0000000e+00   8.6402304e+00   0.0000000e+00   4.4125319e+00   0.0000000e+00
  101   106   0.0000000e+00   0.0000000e+00  -8.6402304e+00   0.0000000e+00  -1.3052762e+01   0.0000000e+00
  102   106   0.0000000e+00   0.0000000e+00   2.1970796e+00   0.0000000e+00   1.3052762e+01   0.0000000e+00
  102   107   0.0000000e+00   0.0000000e+00  -2.1970796e+00   0.0000000e+00  -1.5249842e+01   0.0000000e+00
  103   107   0.0000000e+00   0.0000000e+00  -3.5125911e+00   0.0000000e+00   1.5249842e+01   0.0000000e+00
  103   108   0.0000000e+00   0.0000000e+00   3.5125911e+00   0.0000000e+00  -1.1737251e+01   0.0000000e+00
  104   108   0.0000000e+00   0.0000000e+00  -1.0177859e+01   0.0000000e+00   1.1737251e+01   0.0000000e+00
  104   109   0.0000000e+00   0.0000000e+00   1.0177859e+01   0.0000000e+00  -1.5593920e+00   0.0000000e+00
  105   109   0.0000000e+00   0.0000000e+00  -1.8327329e+01   0.0000000e+00   1.5593920e+00   0.0000000e+00
  105   110   0.0000000e+00   0.0000000e+00   1.8327329e+01   0.0000000e+00   1.6767937e+01   0.0000000e+00
  106   111   0.0000000e+00   0.0000000e+00   3.5749747e+01   0.0000000e+00  -2.9976913e+01   0.0000000e+00
  106   112   0.0000000e+00   0.0000000e+00  -3.5749747e+01   0.0000000e+00  -5.7728338e+00   0.0000000e+00
  107   112   0.0000000e+00   0.0000000e+00   1.5727738e+01   0.0000000e+00   5.7728338e+00   0.0000000e+00
  107   113   0.0000000e+00   0.0000000e+00  -1.5727738e+01   0.0000000e+00  -2.1500572e+01   0.0000000e+00
  108   113   0.0000000e+00   0.0000000e+00   2.8117835e+00   0.0000000e+00   2.1500572e+01   0.0000000e+00
  108   114   0.0000000e+00   0.0000000e+00  -2.8117835e+00   0.0000000e+00  -2.4312355e+01   0.0000000e+00
  109   114   0.0000000e+00   0.0000000e+00  -8.4156046e+00   0.0000000e+00   2.4312355e+01   0.0000000e+00
  109   115   0.0000000e+00   0.0000000e+00   8.4156046e+00   0.0000000e+00  -1.5896751e+01   0.0000000e+00
  110   115   0.0000000e+00   0.0000000e+00  -1.9431435e+01   0.0000000e+00   1.5896751e+01   0.0000000e+00
  110   116   0.0000000e+00   0.0000000e+00   1.9431435e+01   0.0000000e+00   3.5346838e+00   0.0000000e+00
  111   116   0.0000000e+00   0.0000000e+00  -3.6987844e+01   0.0000000e+00  -3.5346838e+00   0.0000000e+00
  111   117   0.0000000e+00   0.0000000e+00   3.6987844e+01   0.0000000e+00   4.0522528e+01   0.0000000e+00
  112   117   0.0000000e+00   0.0000000e+00   3.0256252e+01   0.0000000e+00  -3.5503068e+01   0.0000000e+00
  112   118   0.0000000e+00   0.0000000e+00  -3.0256252e+01   0.0000000e+00   5.2468155e+00   0.0000000e+00
  113   118   0.0000000e+00   0.0000000e+00   1.4861842e+01   0.0000000e+00  -5.2468155e+00   0.0000000e+00
  113   119   0.0000000e+00   0.0000000e+00  -1.4861842e+01   0.0000000e+00  -9.6150268e+00   0.0000000e+00
  114   119   0.0000000e+00   0.0000000e+00   4.1822081e+00   0.0000000e+00   9.6150268e+00   0.0000000e+00
  114   120   0.0000000e+00   0.0000000e+00  -4.1822081e+00   0.0000000e+00  -1.3797235e+01   0.0000000e+00
  115   120   0.0000000e+00   0.0000000e+00  -4.4235019e+00   0.0000000e+00   1.3797235e+01   0.0000000e+00
  115   121   0.0000000e+00   0.0000000e+00   4.4235019e+00   0.0000000e+00  -9.3737330e+00   0.0000000e+00
  116   121   0.0000000e+00   0.0000000e+00  -1.1114889e+01   0.0000000e+00   9.3737330e+00   0.0000000e+00
  116   122   0.0000000e+00   0.0000000e+00   1.1114889e+01   0.0000000e+00   1.7411556e+00   0.0000000e+00
  117   122   0.0000000e+00   0.0000000e+00  -2.2942593e+01   0.0000000e+00  -1.7411556e+00   0.0000000e+00
  117   123   0.0000000e+00   0.0000000e+00   2.2942593e+01   0.0000000e+00   2.4683749e+01   0.0000000e+00
  118   123   0.0000000e+00   0.0000000e+00   4.6856828e-03   0.0000000e+00  -3.1240583e-03   0.0000000e+00
  118   124   0.0000000e+00   0.0000000e+00  -4.6856828e-03   0.0000000e+00  -1.5616246e-03   0.0000000e+00
  119   124   0.0000000e+00   0.0000000e+00   2.0108211e-07   0.0000000e+00   1.5616246e-03   0.0000000e+00
  119   125   0.0000000e+00   0.0000000e+00  -2.0108211e-07   0.0000000e+00  -1.5618256e-03   0.0000000e+00
  120   125   0.0000000e+00   0.0000000e+00  -4.6852876e-03   0.0000000e+00   1.5618256e-03   0.0000000e+00
  120   126   0.0000000e+00   0.0000000e+00   4.6852876e-03   0.0000000e+00   3.1234619e-03   0.0000000e+00
  121   126   0.0000000e+00   0.0000000e+00   1.2192886e+01   0.0000000e+00  -6.8421870e+00   0.0000000e+00
  121   127   0.0000000e+00   0.0000000e+00  -1.2192886e+01   0.0000000e+00  -5.3506994e+00   0.0000000e+00
  122   127   0.0000000e+00   0.0000000e+00   5.3457382e+00   0.0000000e+00   5.3506994e+00   0.0000000e+00
  122   128   0.0000000e+00   0.0000000e+00  -5.3457382e+00   0.0000000e+00  -1.0696438e+01   0.0000000e+00
  123   128   0.0000000e+00   0.0000000e+00   1.2580606e+00   0.0000000e+00   1.0696438e+01   0.0000000e+00
  123   129   0.0000000e+00   0.0000000e+00  -1.2580606e+00   0.0000000e+00  -1.1954498e+01   0.0000000e+00
  124   129   0.0000000e+00   0.0000000e+00  -2.3974457e+00   0.0000000e+00   1.1954498e+01   0.0000000e+00
  124   130   0.0000000e+00   0.0000000e+00   2.3974457e+00   0.0000000e+00  -9.5570526e+00   0.0000000e+00
  125   130   0.0000000e+00   0.0000000e+00  -7.1098874e+00   0.0000000e+00   9.5570526e+00   0.0000000e+00
  125   131   0.0000000e+00   0.0000000e+00   7.1098874e+00   0.0000000e+00  -2.4471651e+00   0.0000000e+00
  126   131   0.0000000e+00   0.0000000e+00  -1.4471535e+01   0.0000000e+00   2.4471651e+00   0.0000000e+00
  126   132   0.0000000e+00   0.0000000e+00   1.4471535e+01   0.0000000e+00   1.2024370e+01   0.0000000e+00
  127   133   0.0000000e+00   0.0000000e+00   1.4172417e+01   0.0000000e+00  -8.2338963e+00   0.0000000e+00
  127   134   0.0000000e+00   0.0000000e+00  -1.4172417e+01   0.0000000e+00  -5.9385204e+00   0.0000000e+00
  128   134   0.0000000e+00   0.0000000e+00   5.3895777e+00   0.0000000e+00   5.9385204e+00   0.0000000e+00
  128   135   0.0000000e+00   0.0000000e+00  -5.3895777e+00   0.0000000e+00  -1.1328098e+01   0.0000000e+00
  129   135   0.0000000e+00   0.0000000e+00   6.4988095e-01   0.0000000e+00   1.1328098e+01   0.0000000e+00
  129   136   0.0000000e+00   0.0000000e+00  -6.4988095e-01   0.0000000e+00  -1.1977979e+01   0.0000000e+00
  130   136   0.0000000e+00   0.0000000e+00  -4.0745450e+00   0.0000000e+00   1.1977979e+01   0.0000000e+00
  130   137   0.0000000e+00   0.0000000e+00   4.0745450e+00   0.0000000e+00  -7.9034341e+00   0.0000000e+00
  131   137   0.0000000e+00   0.0000000e+00  -8.0894228e+00   0.0000000e+00   7.9034341e+00   0.0000000e+00
  131   138   0.0000000e+00   0.0000000e+00   8.0894228e+00   0.0000000e+00   1.8598866e-01   0.0000000e+00
  132   138   0.0000000e+00   0.0000000e+00  -1.8425944e+01   0.0000000e+00  -1.8598866e-01   0.0000000e+00
  132   139   0.0000000e+00   0.0000000e+00   1.8425944e+01   0.0000000e+00   1.8611933e+01   0.0000000e+00
  133   139   0.0000000e+00   0.0000000e+00   1.5469279e+01   0.0000000e+00  -1.7845801e+01   0.0000000e+00
  133   140   0.0000000e+00   0.0000000e+00  -1.5469279e+01   0.0000000e+00   2.3765217e+00   0.0000000e+00
  134   140   0.0000000e+00   0.0000000e+00   5.5881075e+00   0.0000000e+00  -2.3765217e+00   0.0000000e+00
  134   141   0.0000000e+00   0.0000000e+00  -5.5881075e+00   0.0000000e+00  -3.2115858e+00   0.0000000e+00
  135   141   0.0000000e+00   0.0000000e+00   1.4273187e+00   0.0000000e+00   3.2115858e+00   0.0000000e+00
  135   142   0.0000000e+00   0.0000000e+00  -1.4273187e+00   0.0000000e+00  -4.6389045e+00   0.0000000e+00
  136   142   0.0000000e+00   0.0000000e+00  -2.2587617e+00   0.0000000e+00   4.6389045e+00   0.0000000e+00
  136   143   0.0000000e+00   0.0000000e+00   2.2587617e+00   0.0000000e+00  -2.3801428e+00   0.0000000e+00
  137   143   0.0000000e+00   0.0000000e+00  -4.3455582e+00   0.0000000e+00   2.3801428e+00   0.0000000e+00
  137   144   0.0000000e+00   0.0000000e+00   4.3455582e+00   0.0000000e+00   1.9654154e+00   0.0000000e+00
  138   144   0.0000000e+00   0.0000000e+00  -8.3570275e+00   0.0000000e+00  -1.9654154e+00   0.0000000e+00
  138   145   0.0000000e+00   0.0000000e+00   8.3570275e+00   0.0000000e+00   1.0322443e+01   0.0000000e+00
  139   145   0.0000000e+00   0.0000000e+00   2.6340102e-03   0.0000000e+00  -1.7561962e-03   0.0000000e+00
  139   146   0.0000000e+00   0.0000000e+00  -2.6340102e-03   0.0000000e+00  -8.7781400e-04   0.0000000e+00
  140   146   0.0000000e+00   0.0000000e+00   1.2549422e-07   0.0000000e+00   8.7781400e-04   0.0000000e+00
  140   147   0.0000000e+00   0.0000000e+00  -1.2549422e-07   0.0000000e+00  -8.7793950e-04   0.0000000e+00
  141   147   0.0000000e+00   0.0000000e+00  -2.6336323e-03   0.0000000e+00   8.7793950e-04   0.0000000e+00
  141   148   0.0000000e+00   0.0000000e+00   2.6336323e-03   0.0000000e+00   1.7556928e-03   0.0000000e+00
  142   148   0.0000000e+00   0.0000000e+00   3.4754267e+00   0.0000000e+00   1.9600792e+00   0.0000000e+00
  142   149   0.0000000e+00   0.0000000e+00  -3.4754267e+00   0.0000000e+00  -5.4355058e+00   0.0000000e+00
  143   149   0.0000000e+00   0.0000000e+00   1.8784722e+00   0.0000000e+00   5.4355058e+00   0.0000000e+00
  143   150   0.0000000e+00   0.0000000e+00  -1.8784722e+00   0.0000000e+00  -7.3139780e+00   0.0000000e+00
  144   150   0.0000000e+00   0.0000000e+00   2.7194455e-01   0.0000000e+00   7.3139780e+00   0.0000000e+00
  144   151   0.0000000e+00   0.0000000e+00  -2.7194455e-01   0.0000000e+00  -7.5859226e+00   0.0000000e+00
  145   151   0.0000000e+00   0.0000000e+00  -1.4108635e+00   0.0000000e+00   7.5859226e+00   0.0000000e+00
  145   152   0.0000000e+00   0.0000000e+00   1.4108635e+00   0.0000000e+00  -6.1750591e+00   0.0000000e+00
  146   152   0.0000000e+00   0.0000000e+00  -3.3289606e+00   0.0000000e+00   6.1750591e+00   0.0000000e+00
  146   153   0.0000000e+00   0.0000000e+00   3.3289606e+00   0.0000000e+00  -2.8460985e+00   0.0000000e+00
  147   153   0.0000000e+00   0.0000000e+00  -6.9014459e+00   0.0000000e+00   2.8460985e+00   0.0000000e+00
  147   154   0.0000000e+00   0.0000000e+00   6.9014459e+00   0.0000000e+00   4.0553474e+00   0.0000000e+00
  148   155   0.0000000e+00   0.0000000e+00   1.7213122e+02   5.4208847e+00   1.4483713e+02   0.0000000e+00
  148   156   0.0000000e+00   0.0000000e+00  -1.7213122e+02  -5.4208847e+00  -3.1696835e+02   0.0000000e+00
  149   156   0.0000000e+00   0.0000000e+00   9.0206220e+01   6.0296605e+00   3.1696835e+02   0.0000000e+00
  149   157   0.0000000e+00   0.0000000e+00  -9.0206220e+01  -6.0296605e+00  -4.0717457e+02   0.0000000e+00
  150   157   0.0000000e+00   0.0000000e+00  -2.1183732e+01   6.3217826e+00   4.0717457e+02   0.0000000e+00
  150   158   0.0000000e+00   0.0000000e+00   2.1183732e+01  -6.3217826e+00  -3.8599084e+02   0.0000000e+00
  151   158   0.0000000e+00   0.0000000e+00  -1.3987991e+02   6.1932784e+00   3.8599084e+02   0.0000000e+00
  151   159   0.0000000e+00   0.0000000e+00   1.3987991e+02  -6.1932784e+00  -2.4611093e+02   0.0000000e+00
  152   159   0.0000000e+00   0.0000000e+00  -2.4001202e+02   5.6643067e+00   2.4611093e+02   0.0000000e+00
  152   160   0.0000000e+00   0.0000000e+00   2.4001202e+02  -5.6643067e+00  -6.0989087e+00   0.0000000e+00
  153   160   0.0000000e+00   0.0000000e+00  -3.0691159e+02   4.8694762e+00   6.0989087e+00   0.0000000e+00
  153   161   0.0000000e+00   0.0000000e+00   3.0691159e+02  -4.8694762e+00   3.0081268e+02   0.0000000e+00
  154   161   0.0000000e+00   0.0000000e+00   1.6040769e+02  -2.7049781e+00  -3.2025107e+02   0.0000000e+00
  154   162   0.0000000e+00   0.0000000e+00  -1.6040769e+02   2.7049781e+00   1.5984339e+02   0.0000000e+00
  155   162   0.0000000e+00   0.0000000e+00   1.0601613e+02  -3.4429882e+00  -1.5984339e+02   0.0000000e+00
  155   163   0.0000000e+00   0.0000000e+00  -1.0601613e+02   3.4429882e+00   5.3827253e+01   0.0000000e+00
  156   163   0.0000000e+00   0.0000000e+00   2.6328293e+01  -4.5897398e+00  -5.3827253e+01   0.0000000e+00
  156   164   0.0000000e+00   0.0000000e+00  -2.6328293e+01   4.5897398e+00   2.7498960e+01   0.0000000e+00
  157   164   0.0000000e+00   0.0000000e+00  -6.1188018e+01  -6.3696319e+00  -2.7498960e+01   0.0000000e+00
  157   165   0.0000000e+00   0.0000000e+00   6.1188018e+01   6.3696319e+00   8.8686979e+01   0.0000000e+00
  158   165   0.0000000e+00   0.0000000e+00  -1.3632536e+02  -8.9252529e+00  -8.8686979e+01   0.0000000e+00
  158   166   0.0000000e+00   0.0000000e+00   1.3632536e+02   8.9252529e+00   2.2501234e+02   0.0000000e+00
  159   166   0.0000000e+00   0.0000000e+00  -1.9065578e+02  -1.2020109e+01  -2.2501234e+02   0.0000000e+00
  159   167   0.0000000e+00   0.0000000e+00   1.9065578e+02   1.2020109e+01   4.1566812e+02   0.0000000e+00
  160   167   0.0000000e+00   0.0000000e+00   3.0783759e+02  -3.4035366e+00  -5.0472831e+02   0.0000000e+00
  160   168   0.0000000e+00   0.0000000e+00  -3.0783759e+02   3.4035366e+00   1.9689072e+02   0.0000000e+00
  161   168   0.0000000e+00   0.0000000e+00   2.8237020e+02   7.6473448e+00  -1.9689072e+02   0.0000000e+00
  161   169   0.0000000e+00   0.0000000e+00  -2.8237020e+02  -7.6473448e+00  -8.5479480e+01   0.0000000e+00
  162   169   0.0000000e+00   0.0000000e+00   2.4767292e+02   3.0752647e+01   8.5479480e+01   0.0000000e+00
  162   170   0.0000000e+00   0.0000000e+00  -2.4767292e+02  -3.0752647e+01  -3.3315240e+02   0.0000000e+00
  163   170   0.0000000e+00   0.0000000e+00   6.7127971e+01  -2.8471945e+01   3.4489157e+02   0.0000000e+00
  163   171   0.0000000e+00   0.0000000e+00  -6.7127971e+01   2.8471945e+01  -4.1201954e+02   0.0000000e+00
  164   171   0.0000000e+00   0.0000000e+00   1.7115157e+01  -8.5895002e+00   4.1201954e+02   0.0000000e+00
  164   172   0.0000000e+00   0.0000000e+00  -1.7115157e+01   8.5895002e+00  -4.2913470e+02   0.0000000e+00
  165   172   0.0000000e+00   0.0000000e+00  -3.6965781e+01   1.2400211e+00   4.2913470e+02   0.0000000e+00
  165   173   0.0000000e+00   0.0000000e+00   3.6965781e+01  -1.2400211e+00  -3.9216892e+02   0.0000000e+00
  166   173   0.0000000e+00   0.0000000e+00  -9.0131048e+01   3.6088304e+00   3.9216892e+02   0.0000000e+00
  166   174   0.0000000e+00   0.0000000e+00   9.0131048e+01  -3.6088304e+00  -3.0203787e+02   0.0000000e+00
  167   174   0.0000000e+00   0.0000000e+00  -1.3602064e+02   1.8075892e+00   3.0203787e+02   0.0000000e+00
  167   175   0.0000000e+00   0.0000000e+00   1.3602064e+02  -1.8075892e+00  -1.6601723e+02   0.0000000e+00
  168   175   0.0000000e+00   0.0000000e+00  -1.6678174e+02  -1.5274398e+00   1.6601723e+02   0.0000000e+00
  168   176   0.0000000e+00   0.0000000e+00   1.6678174e+02   1.5274398e+00   7.6451420e-01   0.0000000e+00
  169   177   0.0000000e+00   0.0000000e+00   1.3521930e+01   0.0000000e+00  -7.2894850e+00   0.0000000e+00
  169   178   0.0000000e+00   0.0000000e+00  -1.3521930e+01   0.0000000e+00  -6.2324446e+00   0.0000000e+00
  170   178   0.0000000e+00   0.0000000e+00   5.1803096e+00   0.0000000e+00   6.2324446e+00   0.0000000e+00
  170   179   0.0000000e+00   0.0000000e+00  -5.1803096e+00   0.0000000e+00  -1.1412754e+01   0.0000000e+00
  171   179   0.0000000e+00   0.0000000e+00   5.2611696e-01   0.0000000e+00   1.1412754e+01   0.0000000e+00
  171   180   0.0000000e+00   0.0000000e+00  -5.2611696e-01   0.0000000e+00  -1.1938871e+01   0.0000000e+00
  172   180   0.0000000e+00   0.0000000e+00  -4.1824989e+00   0.0000000e+00   1.1938871e+01   0.0000000e+00
  172   181   0.0000000e+00   0.0000000e+00   4.1824989e+00   0.0000000e+00  -7.7563722e+00   0.0000000e+00
  173   181   0.0000000e+00   0.0000000e+00  -8.2694636e+00   0.0000000e+00   7.7563722e+00   0.0000000e+00
  173   182   0.0000000e+00   0.0000000e+00   8.2694636e+00   0.0000000e+00   5.1309140e-01   0.0000000e+00
  174   182   0.0000000e+00   0.0000000e+00  -1.9123746e+01   0.0000000e+00  -5.1309140e-01   0.0000000e+00
  174   183   0.0000000e+00   0.0000000e+00   1.9123746e+01   0.0000000e+00   1.9636838e+01   0.0000000e+00
  175   183   0.0000000e+00   0.0000000e+00   1.5850943e+01   0.0000000e+00  -1.8312100e+01   0.0000000e+00
  175   184   0.0000000e+00   0.0000000e+00  -1.5850943e+01   0.0000000e+00   2.4611566e+00   0.0000000e+00
  176   184   0.0000000e+00   0.0000000e+00   5.6074633e+00   0.0000000e+00  -2.4611566e+00   0.0000000e+00
  176   185   0.0000000e+00   0.0000000e+00  -5.6074633e+00   0.0000000e+00  -3.1463067e+00   0.0000000e+00
  177   185   0.0000000e+00   0.0000000e+00   1.2973411e+00   0.0000000e+00   3.1463067e+00   0.0000000e+00
  177   186   0.0000000e+00   0.0000000e+00  -1.2973411e+00   0.0000000e+00  -4.4436478e+00   0.0000000e+00
  178   186   0.0000000e+00   0.0000000e+00  -2.5175158e+00   0.0000000e+00   4.4436478e+00   0.0000000e+00
  178   187   0.0000000e+00   0.0000000e+00   2.5175158e+00   0.0000000e+00  -1.9261320e+00   0.0000000e+00
  179   187   0.0000000e+00   0.0000000e+00  -5.0609557e+00   0.0000000e+00   1.9261320e+00   0.0000000e+00
